"","ID","LineID","PriFault","SecFault","FmCode","FmName","UpFmCode","UpFmName","FaultSense","DipDir","HW_VOffset","Comment","Author","Year","Title","Source","RefPg","ErrRange","PubScale"
"117",3,142,"aeromagnetics","geophysical logs",9800,"PRECAMBRIAN SYSTEM",NA,NA,"dextral",0,NA,"Inferred segment of the Snowbird Tectonic Zone that bounds to the south a pod-like ower Proterozoic metamorphic belt;  partly coincident with the southern contact of the Lacombe domain (Ross et al., 1994).","Burwash, R.A., McGregor, C.R., and Wilson, J.A.","1994","Precambrian basement beneath the Western Canada Sedimentary Basin.","In: Geological Atlas of the Western Canada Sedimentary Basin.  G.D. Mossop and I. Shetsen (compilers), Calgary; Canadian Society of Petroleum Geologists and Alberta Research Council. p. 49-56.","55","< 1 km","1:10,000,000"
"124",3,145,"aeromagnetics","geophysical logs",9800,"PRECAMBRIAN SYSTEM",NA,NA,"unknown",0,NA,"Inferred shear zone separating Proterozoic/Archaic basement to the north from Lower Proterozoic basement to the south","Burwash, R.A., McGregor, C.R., and Wilson, J.A.","1994","Precambrian basement beneath the Western Canada Sedimentary Basin.","In: Geological Atlas of the Western Canada Sedimentary Basin.  G.D. Mossop and I. Shetsen (compilers), Calgary; Canadian Society of Petroleum Geologists and Alberta Research Council. p. 49-56.","55","< 1 km","1:10,000,000"
"125",3,143,"aeromagnetics","geophysical logs",9800,"PRECAMBRIAN SYSTEM",NA,NA,"dextral",0,NA,"Inferred segment of the Snowbird Tectonic Zone that bounds to the north a pod-like Lower Proterozoic metamorphic belt;  partly coincident with the northern contact of the Lacombe domain (Ross et al., 1994).","Burwash, R.A., McGregor, C.R., and Wilson, J.A.","1994","Precambrian basement beneath the Western Canada Sedimentary Basin.","In: Geological Atlas of the Western Canada Sedimentary Basin.  G.D. Mossop and I. Shetsen (compilers), Calgary; Canadian Society of Petroleum Geologists and Alberta Research Council. p. 49-56.","55","< 1 km","1:10,000,000"
"126",3,144,"geophysical logs","aeromagnetics",9800,"PRECAMBRIAN SYSTEM",NA,NA,"unknown",0,NA,"Inferred shear zone separating Archean basement to the south from Proterozoic/Archean basement to the north","Burwash, R.A., McGregor, C.R., and Wilson, J.A.","1994","Precambrian basement beneath the Western Canada Sedimentary Basin.","In: Geological Atlas of the Western Canada Sedimentary Basin.  G.D. Mossop and I. Shetsen (compilers), Calgary; Canadian Society of Petroleum Geologists and Alberta Research Council. p. 49-56.","55","< 1 km","1:10,000,000"
"130",24,341,"facies change","thickness change",1660,"BADHEART FM",NA,NA,"normal",245,NA,"Abrupt southwest limit of the Bad Heart sandstone NE up","Donaldson, W.S., Plint, A.G., and Longstaffe, F.J.","1998","Basement tectonic control on distribution of the shallow marine Bad Heart Formation; Peace River Arch area, Northwest Alberta.","Bulletin of Canadian Petroleum Geology, 46, 4, p. 576-598.","595","< 1 km","1:526,000"
"131",24,342,"facies change","thickness change",1660,"BADHEART FM",NA,NA,"normal",245,NA,"Abrupt thinning of the Bad Heart Formation","Donaldson, W.S., Plint, A.G., and Longstaffe, F.J.","1998","Basement tectonic control on distribution of the shallow marine Bad Heart Formation; Peace River Arch area, Northwest Alberta.","Bulletin of Canadian Petroleum Geology, 46, 4, p. 576-598.","595","< 1 km","1:526,000"
"132",24,343,"facies change","thickness change",1660,"BADHEART FM",NA,NA,"normal",245,NA,"Nearly complete remouval of the Bad Heart sandstone over a horst - northeast of the fault","Donaldson, W.S., Plint, A.G., and Longstaffe, F.J.","1998","Basement tectonic control on distribution of the shallow marine Bad Heart Formation; Peace River Arch area, Northwest Alberta.","Bulletin of Canadian Petroleum Geology, 46, 4, p. 576-598.","595","< 1 km","1:526,000"
"133",24,344,"facies change","thickness change",1660,"BADHEART FM",NA,NA,"normal",35,NA,"Nearly complete remouval of the Bad Heart sandstone over a horst - southwest of the fault","Donaldson, W.S., Plint, A.G., and Longstaffe, F.J.","1998","Basement tectonic control on distribution of the shallow marine Bad Heart Formation; Peace River Arch area, Northwest Alberta.","Bulletin of Canadian Petroleum Geology, 46, 4, p. 576-598.","595","< 1 km","1:526,000"
"146",25,368,"oxygen isotopes","(none)",9800,"PRECAMBRIAN SYSTEM",NA,NA,"normal",250,"SW down","Northeastern limit of the Kimiwan oxygen anomaly (Burwash & Krupicka, 2000) interpreted as a normal detachment at approx.1760 Ma (Chacko et al., 1995)","Burwash, R.A. and Krupicka, J.","2000","Metamorphic evolution of the Precambrian basement of Alberta.","The Canadian Mineralogist, 38, p. 423-434.","426","> 1 km, < 2 km","1:317,000"
"147",25,367,"oxygen isotopes","(none)",9800,"PRECAMBRIAN SYSTEM",NA,NA,"normal",250,"SW down","Southwestern limit of the Kimiwan oxygen anomaly (Burwash & Krupicka, 2000) interpreted as a normal detachment at approx.1760 Ma (Chacko et al., 1995)","Burwash, R.A. and Krupicka, J.","2000","Metamorphic evolution of the Precambrian basement of Alberta.","The Canadian Mineralogist, 38, p. 423-434.","426","> 1 km, < 2 km","1:317,000"
"158",15,380,"geophysical logs","(none)",9800,"PRECAMBRIAN SYSTEM",29550,"LOWER DEVONIAN","normal",140,"SE down","Clear Hills Fault bounding to SE the - ""North  Peace River Ridge"" , Sikabonyi and Rodgers (1959), Fig. 4 - Pre-Middle Devonian structural trends","Sikabonyi, L.A. and Rodgers, W.J.","1959","Paleozoic tectonics and sedimentation in the northern half of the West Canadian basin.","Journal of the Alberta Society of Petroleum Geologists, 7, 9, p. 193-216.","197","> 1 km, < 2 km","1:531,000"
"163",15,385,"geophysical logs","(none)",9800,"PRECAMBRIAN SYSTEM",29550,"LOWER DEVONIAN","normal",230,"SW down","Normandville Fault sepatating the ""Belloy Graben"" to SW by the ""Peace River Uplift to NE; Sikabonyi and Rodgers (1959), Fig. 4 - Pre-Middle Devonian structural trends","Sikabonyi, L.A. and Rodgers, W.J.","1959","Paleozoic tectonics and sedimentation in the northern half of the West Canadian basin.","Journal of the Alberta Society of Petroleum Geologists, 7, 9, p. 193-216.","197","> 1 km, < 2 km","1:531,000"
"164",15,386,"facies change","(none)",9800,"PRECAMBRIAN SYSTEM",29550,"LOWER DEVONIAN","unknown",0,NA,"South Peace River Fault  bounding to SE ""Belloy Graben"" ; Sikabonyi and Rodgers (1959), Fig. 4 - Pre-Middle Devonian structural trends","Sikabonyi, L.A. and Rodgers, W.J.","1959","Paleozoic tectonics and sedimentation in the northern half of the West Canadian basin.","Journal of the Alberta Society of Petroleum Geologists, 7, 9, p. 193-216.","197","> 1 km, < 2 km","1:531,000"
"166",15,388,"geophysical logs","(none)",9800,"PRECAMBRIAN SYSTEM",NA,NA,"normal",45,"NE down","Sikabonyi and Rodgers (1959), Fig. 4 - Pre-Middle Devonian structural trends","Sikabonyi, L.A. and Rodgers, W.J.","1959","Paleozoic tectonics and sedimentation in the northern half of the West Canadian basin.","Journal of the Alberta Society of Petroleum Geologists, 7, 9, p. 193-216.","197","> 1 km, < 2 km","1:531,000"
"169",16,397,"geophysical logs","facies change",7700,"ELK POINT GRP",NA,NA,"normal",140,"SE down","South Peace Rifer Fault defined by Elk Point stratigraphy Sikabonyi and Rodgers (1959), Fig. 6","Sikabonyi, L.A. and Rodgers, W.J.","1959","Paleozoic tectonics and sedimentation in the northern half of the West Canadian basin.","Journal of the Alberta Society of Petroleum Geologists, 7, 9, p. 193-216.","199","> 1 km, < 2 km","1:531,000"
"176",35,406,"thickness change","facies change",9760,"GRANITE WASH",NA,NA,"normal",0,NA,"More than 10 km long linear segments of paleovalley controlled by pre- or syn- Granite Wash Faults (Dec et al., 1996, Fig.6)","Dec, T., Hein, F.J., and Trotter, R.J.","1996","Granite wash alluvial fans, fan-deltas and tidal environments, northwestern Alberta; implications for controls on distribution of Devonian clastic wedges associated with the Peace River Arch.","Bulletin of Canadian Petroleum Geology, 44, 3, p. 541-565.","549","> 1 km, < 2 km","1:200,000"
"177",35,405,"thickness change","facies change",9760,"GRANITE WASH",NA,NA,"unknown",0,NA,"Linear segment of paleovalley controlled by pre- or syn- Granite Wash Faults (Dec et al., 1996, Fig.6)","Dec, T., Hein, F.J., and Trotter, R.J.","1996","Granite wash alluvial fans, fan-deltas and tidal environments, northwestern Alberta; implications for controls on distribution of Devonian clastic wedges associated with the Peace River Arch.","Bulletin of Canadian Petroleum Geology, 44, 3, p. 541-565.","549","> 1 km, < 2 km","1:200,000"
"178",35,407,"thickness change","facies change",9760,"GRANITE WASH",NA,NA,"unknown",0,NA,"Approx. 10 km long linear segment of paleovalley controlled by pre- or syn- Granite Wash Faults (Dec et al., 1996, Fig.6)","Dec, T., Hein, F.J., and Trotter, R.J.","1996","Granite wash alluvial fans, fan-deltas and tidal environments, northwestern Alberta; implications for controls on distribution of Devonian clastic wedges associated with the Peace River Arch.","Bulletin of Canadian Petroleum Geology, 44, 3, p. 541-565.","549","> 1 km, < 2 km","1:200,000"
"182",28,399,"hydrocarbon accumulation","facies change",7560,"SWAN HILLS MBR",1601,"UPPER COLORADO","normal",0,NA,"Second order fault trending N65W ""the Viking linear trend""  (Jones, 1980)","Jones, R.M.P.","1980","Basinal isostatic adjustment faults and their petroleum significance.","Bulletin of Canadian Petroleum Geology, 28, p. 211-251.","213","> 1 km, < 2 km","1:185,000"
"183",28,398,"geophysical logs","hydrocarbon accumulation",7560,"SWAN HILLS MBR",1601,"UPPER COLORADO","normal",0,NA,"Second order fault trending N65W ""the Viking linear trend""  (Jones, 1980)","Jones, R.M.P.","1980","Basinal isostatic adjustment faults and their petroleum significance.","Bulletin of Canadian Petroleum Geology, 28, p. 211-251.","213","> 1 km, < 2 km","1:185,000"
"184",28,401,"hydrocarbon accumulation","facies change",7560,"SWAN HILLS MBR",1601,"UPPER COLORADO","unknown",0,NA,"Second order fault trending N65W ""the Viking linear trend""  (Jones, 1980)","Jones, R.M.P.","1980","Basinal isostatic adjustment faults and their petroleum significance.","Bulletin of Canadian Petroleum Geology, 28, p. 211-251.","213","> 1 km, < 2 km","1:185,000"
"185",28,402,"hydrocarbon accumulation","facies change",7560,"SWAN HILLS MBR",NA,NA,"normal",0,NA,"Second order fault trending N65W ""the Viking linear trend""  (Jones, 1980)","Jones, R.M.P.","1980","Basinal isostatic adjustment faults and their petroleum significance.","Bulletin of Canadian Petroleum Geology, 28, p. 211-251.","213","> 1 km, < 2 km","1:185,000"
"186",28,400,"hydrocarbon accumulation","facies change",7560,"SWAN HILLS MBR",1601,"UPPER COLORADO","normal",0,"NE down","Fault of the ""Viking linear trend"" trending N65W (Jones, 1980)","Jones, R.M.P.","1980","Basinal isostatic adjustment faults and their petroleum significance.","Bulletin of Canadian Petroleum Geology, 28, p. 211-251.","213","> 1 km, < 2 km","1:185,000"
"188",35,404,"thickness change","facies change",9760,"GRANITE WASH",NA,NA,"unknown",0,NA,"Linear segment of paleovalley controlled by pre- or syn- Granite Wash Faults (Dec et al., 1996, Fig.6)","Dec, T., Hein, F.J., and Trotter, R.J.","1996","Granite wash alluvial fans, fan-deltas and tidal environments, northwestern Alberta; implications for controls on distribution of Devonian clastic wedges associated with the Peace River Arch.","Bulletin of Canadian Petroleum Geology, 44, 3, p. 541-565.","549","> 1 km, < 2 km","1:200,000"
"190",1,413,"aeromagnetics","isotope dating",9800,"PRECAMBRIAN SYSTEM",NA,NA,"unknown",0,NA,"Ksituan / Chinchaga terrain boundary, Ross et al., 1994, Fig. 4.1.","Ross, G.M., Broome, J., and Miles, W.","1994","Potential Fields and Basement Structure.","In: Geological Atlas of the Western Canada Sedimentary Basin.  G.D. Mossop and I. Shetsen (compilers), Calgary; Canadian Society of Petroleum Geologists and Alberta Research Council. p. 41-47.","42","< 1 km","1:10,000,000"
"192",1,414,"aeromagnetics","isotope dating",9800,"PRECAMBRIAN SYSTEM",NA,NA,"unknown",0,NA,"Chinchaga/Buffalo Head terrain boundary, Ross et al., 1994, Fig. 4.1.","Ross, G.M., Broome, J., and Miles, W.","1994","Potential Fields and Basement Structure.","In: Geological Atlas of the Western Canada Sedimentary Basin.  G.D. Mossop and I. Shetsen (compilers), Calgary; Canadian Society of Petroleum Geologists and Alberta Research Council. p. 41-47.","42","< 1 km","1:10,000,000"
"193",1,415,"aeromagnetics","isotope dating",9800,"PRECAMBRIAN SYSTEM",NA,NA,"unknown",0,NA,"Buffalo Head / Taltson terrain boundary, Ross et al., 1994, Fig. 4.1.","Ross, G.M., Broome, J., and Miles, W.","1994","Potential Fields and Basement Structure.","In: Geological Atlas of the Western Canada Sedimentary Basin.  G.D. Mossop and I. Shetsen (compilers), Calgary; Canadian Society of Petroleum Geologists and Alberta Research Council. p. 41-47.","42","< 1 km","1:10,000,000"
"195",1,420,"aeromagnetics","isotope dating",9800,"PRECAMBRIAN SYSTEM",NA,NA,"unknown",0,NA,"Northern boundary of the Thorsby domain; Ross et al., 1994, Fig. 4.1.","Ross, G.M., Broome, J., and Miles, W.","1994","Potential Fields and Basement Structure.","In: Geological Atlas of the Western Canada Sedimentary Basin.  G.D. Mossop and I. Shetsen (compilers), Calgary; Canadian Society of Petroleum Geologists and Alberta Research Council. p. 41-47.","42","< 1 km","1:10,000,000"
"196",1,417,"aeromagnetics","(none)",9800,"PRECAMBRIAN SYSTEM",NA,NA,"unknown",0,NA,"Northern boundary of the Wabamun basement slice, of mylonitic rocks along the Snowbird tectonic Zone; Ross et al., 1994, Fig. 4.1.","Ross, G.M., Broome, J., and Miles, W.","1994","Potential Fields and Basement Structure.","In: Geological Atlas of the Western Canada Sedimentary Basin.  G.D. Mossop and I. Shetsen (compilers), Calgary; Canadian Society of Petroleum Geologists and Alberta Research Council. p. 41-47.","42","< 1 km","1:10,000,000"
"197",1,416,"aeromagnetics","(none)",9800,"PRECAMBRIAN SYSTEM",NA,NA,"unknown",0,NA,"Northern boundary of an unknown basement slice, Ross et al., 1994, Fig. 4.1.","Ross, G.M., Broome, J., and Miles, W.","1994","Potential Fields and Basement Structure.","In: Geological Atlas of the Western Canada Sedimentary Basin.  G.D. Mossop and I. Shetsen (compilers), Calgary; Canadian Society of Petroleum Geologists and Alberta Research Council. p. 41-47.","42","< 1 km","1:10,000,000"
"198",1,418,"aeromagnetics","isotope dating",9800,"PRECAMBRIAN SYSTEM",NA,NA,"dextral",0,NA,"Snowbird Tectonic Zone interpreted in the Alberta subsuface, Ross et al., 1994, Fig. 4.1.","Ross, G.M., Broome, J., and Miles, W.","1994","Potential Fields and Basement Structure.","In: Geological Atlas of the Western Canada Sedimentary Basin.  G.D. Mossop and I. Shetsen (compilers), Calgary; Canadian Society of Petroleum Geologists and Alberta Research Council. p. 41-47.","42","< 1 km","1:10,000,000"
"199",1,419,"aeromagnetics","isotope dating",9800,"PRECAMBRIAN SYSTEM",NA,NA,"unknown",0,NA,"Northern boundary of the Rymbey domain; Ross et al., 1994, Fig. 4.1.","Ross, G.M., Broome, J., and Miles, W.","1994","Potential Fields and Basement Structure.","In: Geological Atlas of the Western Canada Sedimentary Basin.  G.D. Mossop and I. Shetsen (compilers), Calgary; Canadian Society of Petroleum Geologists and Alberta Research Council. p. 41-47.","42","< 1 km","1:10,000,000"
"203",19,425,"thickness change","geophysical logs",6440,"BANFF FM",NA,NA,"unknown",0,NA,"Fault inferred from nflexion of isopachs of Banff Formation, Fig.14, Sikabonyi and Rodgers (1959).","Sikabonyi, L.A. and Rodgers, W.J.","1959","Paleozoic tectonics and sedimentation in the northern half of the West Canadian basin.","Journal of the Alberta Society of Petroleum Geologists, 7, 9, p. 193-216.","205","> 1 km, < 2 km","1:531,000"
"205",19,427,"thickness change","geophysical logs",6440,"BANFF FM",NA,NA,"unknown",0,NA,"""Normandville Fault"" inferred on isopach map of Banff Formation, Fig.14, Sikabonyi and Rodgers (1959).","Sikabonyi, L.A. and Rodgers, W.J.","1959","Paleozoic tectonics and sedimentation in the northern half of the West Canadian basin.","Journal of the Alberta Society of Petroleum Geologists, 7, 9, p. 193-216.","205","> 1 km, < 2 km","1:531,000"
